Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
Ont.,Ottawa,North Grenville MU,North Grenville MU,Apt & Other,1.0,4.0,55.0,3.0,63.0,2018
Ont.,Peterborough,Downtown,Downtown Core,Row,1.0,19.0,37.0,58.0,115.0,2018
Ont.,Peterborough,Downtown,Downtown Core,Apt & Other,70.0,708.0,557.0,61.0,1396.0,2018
Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),Row,1.0,16.0,25.0,48.0,90.0,2018
Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),Apt & Other,72.0,566.0,849.0,44.0,1531.0,2018
Ont.,Peterborough,Remainder of CMA,City Westside,Row,0.0,2.0,17.0,141.0,160.0,2018
Ont.,Peterborough,Remainder of CMA,City Westside,Apt & Other,28.0,710.0,1475.0,264.0,2477.0,2018
Ont.,Peterborough,Remainder of CMA,City East,Row,0.0,0.0,5.0,18.0,23.0,2018
Ont.,Peterborough,Remainder of CMA,City East,Apt & Other,1.0,40.0,180.0,11.0,232.0,2018
Ont.,Peterborough,Remainder of CMA,City North,Row,0.0,26.0,14.0,47.0,87.0,2018
Ont.,Peterborough,Remainder of CMA,City North,Apt & Other,3.0,96.0,254.0,34.0,387.0,2018
Ont.,Peterborough,Remainder of CMA,West of Otonabee River,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Peterborough,Remainder of CMA,West of Otonabee River,Apt & Other,0.0,5.0,33.0,1.0,39.0,2018
Ont.,Peterborough,Remainder of CMA,East of Otonabee River,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Peterborough,Remainder of CMA,East of Otonabee River,Apt & Other,0.0,0.0,11.0,0.0,11.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,Row,0.0,0.0,39.0,129.0,168.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,Apt & Other,100.0,935.0,1617.0,182.0,2834.0,2018
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,Row,0.0,0.0,12.0,7.0,19.0,2018
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,Apt & Other,129.0,170.0,430.0,59.0,788.0,2018
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,Row,0.0,0.0,262.0,131.0,393.0,2018
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,Apt & Other,38.0,579.0,1127.0,82.0,1826.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,Row,0.0,6.0,8.0,1.0,15.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,Apt & Other,150.0,437.0,471.0,28.0,1086.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,Row,0.0,8.0,46.0,166.0,220.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,Apt & Other,86.0,459.0,539.0,44.0,1128.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,Row,0.0,0.0,8.0,58.0,66.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,Apt & Other,196.0,968.0,1068.0,113.0,2345.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,Row,0.0,0.0,73.0,108.0,181.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,Apt & Other,10.0,75.0,191.0,55.0,331.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,Row,0.0,0.0,69.0,15.0,84.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,Apt & Other,4.0,39.0,249.0,29.0,321.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,Row,0.0,3.0,104.0,43.0,150.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,Apt & Other,38.0,124.0,542.0,34.0,738.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,Apt & Other,4.0,81.0,172.0,9.0,266.0,2018
Ont.,Thunder Bay,North Ward,Lakehead University,Row,0.0,0.0,2.0,56.0,58.0,2018
Ont.,Thunder Bay,North Ward,Lakehead University,Apt & Other,1.0,301.0,471.0,17.0,790.0,2018
Ont.,Thunder Bay,North Ward,Downtown/West End,Row,0.0,0.0,4.0,0.0,4.0,2018
Ont.,Thunder Bay,North Ward,Downtown/West End,Apt & Other,27.0,240.0,260.0,41.0,568.0,2018
Ont.,Thunder Bay,North Ward,College Hts/Grandview/Lakefront,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Thunder Bay,North Ward,College Hts/Grandview/Lakefront,Apt & Other,58.0,239.0,270.0,31.0,598.0,2018
Ont.,Thunder Bay,North Ward,Current River/Hudson Heights/Shuniah,Row,0.0,4.0,24.0,6.0,34.0,2018
Ont.,Thunder Bay,North Ward,Current River/Hudson Heights/Shuniah,Apt & Other,12.0,223.0,527.0,8.0,770.0,2018
Ont.,Thunder Bay,North Ward,Rural North Ward,Row,0.0,0.0,0.0,162.0,162.0,2018
Ont.,Thunder Bay,North Ward,Rural North Ward,Apt & Other,4.0,34.0,61.0,24.0,123.0,2018
Ont.,Thunder Bay,South Ward,East End,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Thunder Bay,South Ward,East End,Apt & Other,122.0,473.0,596.0,15.0,1206.0,2018
Ont.,Thunder Bay,South Ward,Confederation College,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Thunder Bay,South Ward,Confederation College,Apt & Other,20.0,90.0,130.0,3.0,243.0,2018
Ont.,Thunder Bay,South Ward,Westfort/Green Acres/Hyde Park,Row,0.0,0.0,10.0,155.0,165.0,2018
Ont.,Thunder Bay,South Ward,Westfort/Green Acres/Hyde Park,Apt & Other,58.0,425.0,542.0,31.0,1056.0,2018
Ont.,Thunder Bay,South Ward,Rural South Ward,Row,0.0,2.0,13.0,0.0,15.0,2018
Ont.,Thunder Bay,South Ward,Rural South Ward,Apt & Other,0.0,0.0,4.0,0.0,4.0,2018
Ont.,Toronto,Toronto (Central),Waterfront Communities -The Island,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),Waterfront Communities -The Island,Apt & Other,58.0,719.0,541.0,30.0,1348.0,2018
Ont.,Toronto,Toronto (Central),Moss Park/Regent Park,Row,0.0,2.0,2.0,8.0,12.0,2018
Ont.,Toronto,Toronto (Central),Moss Park/Regent Park,Apt & Other,623.0,1163.0,427.0,18.0,2231.0,2018
Ont.,Toronto,Toronto (Central),Cabbagetown-S. St. James Town,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),Cabbagetown-S. St. James Town,Apt & Other,302.0,887.0,253.0,4.0,1446.0,2018
Ont.,Toronto,Toronto (Central),North St. James Town,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),North St. James Town,Apt & Other,1085.0,3807.0,1865.0,281.0,7038.0,2018
Ont.,Toronto,Toronto (Central),Church-Yonge Corridor,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),Church-Yonge Corridor,Apt & Other,2008.0,3937.0,1411.0,22.0,7378.0,2018
Ont.,Toronto,Toronto (Central),Bay Street Corridor,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),Bay Street Corridor,Apt & Other,765.0,1363.0,1169.0,47.0,3344.0,2018
Ont.,Toronto,Toronto (Central),Kensington-Chinatown,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),Kensington-Chinatown,Apt & Other,263.0,402.0,274.0,44.0,983.0,2018
Ont.,Toronto,Toronto (Central),University/Annex,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),University/Annex,Apt & Other,1495.0,2847.0,1267.0,183.0,5792.0,2018
Ont.,Toronto,Toronto (Central),Rosedale,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (Central),Rosedale,Apt & Other,143.0,394.0,417.0,52.0,1006.0,2018
Ont.,Toronto,Toronto (East),Riverdale,Row,0.0,0.0,4.0,0.0,4.0,2018
Ont.,Toronto,Toronto (East),Riverdale,Apt & Other,199.0,651.0,377.0,35.0,1262.0,2018
Ont.,Toronto,Toronto (East),The Beaches,Row,0.0,0.0,7.0,21.0,28.0,2018
Ont.,Toronto,Toronto (East),The Beaches,Apt & Other,218.0,915.0,503.0,43.0,1679.0,2018
Ont.,Toronto,Toronto (East),East End-Danforth,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (East),East End-Danforth,Apt & Other,333.0,779.0,541.0,57.0,1710.0,2018
Ont.,Toronto,Toronto (East),Woodbine Corridor/Greenwood-Coxwell,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (East),Woodbine Corridor/Greenwood-Coxwell,Apt & Other,194.0,535.0,165.0,28.0,922.0,2018
Ont.,Toronto,Toronto (East),Playter Estates-Danforth,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (East),Playter Estates-Danforth,Apt & Other,231.0,708.0,272.0,22.0,1233.0,2018
Ont.,Toronto,Toronto (North),Moore Park,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Moore Park,Apt & Other,284.0,1355.0,607.0,97.0,2343.0,2018
Ont.,Toronto,Toronto (North),Yonge-St. Clair,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Yonge-St. Clair,Apt & Other,632.0,1878.0,1097.0,109.0,3716.0,2018
Ont.,Toronto,Toronto (North),Casa Loma,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Casa Loma,Apt & Other,254.0,928.0,630.0,213.0,2025.0,2018
Ont.,Toronto,Toronto (North),Forest Hill South,Row,0.0,0.0,3.0,0.0,3.0,2018
Ont.,Toronto,Toronto (North),Forest Hill South,Apt & Other,89.0,687.0,377.0,72.0,1225.0,2018
Ont.,Toronto,Toronto (North),Yonge-Eglinton,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Yonge-Eglinton,Apt & Other,443.0,1362.0,522.0,75.0,2402.0,2018
Ont.,Toronto,Toronto (North),Mount Pleasant West,Row,0.0,0.0,10.0,34.0,44.0,2018
Ont.,Toronto,Toronto (North),Mount Pleasant West,Apt & Other,2485.0,5477.0,2814.0,66.0,10842.0,2018
Ont.,Toronto,Toronto (North),Mount Pleasant East,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Mount Pleasant East,Apt & Other,278.0,1477.0,760.0,79.0,2594.0,2018
Ont.,Toronto,Toronto (North),Lawrence Park South,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Lawrence Park South,Apt & Other,136.0,684.0,410.0,7.0,1237.0,2018
Ont.,Toronto,Toronto (North),Lawrence Park North,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Lawrence Park North,Apt & Other,81.0,404.0,203.0,8.0,696.0,2018
Ont.,Toronto,Toronto (North),Forest Hill North,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (North),Forest Hill North,Apt & Other,276.0,1484.0,1291.0,308.0,3359.0,2018
Ont.,Toronto,Toronto (West),South Parkdale/King West,Row,0.0,0.0,0.0,18.0,18.0,2018
Ont.,Toronto,Toronto (West),South Parkdale/King West,Apt & Other,2180.0,3641.0,1387.0,104.0,7312.0,2018
Ont.,Toronto,Toronto (West),Little Italy/Trinity-Bellwoods,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (West),Little Italy/Trinity-Bellwoods,Apt & Other,256.0,445.0,478.0,105.0,1284.0,2018
Ont.,Toronto,Toronto (West),Dufferin Grove/Little Portugal,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (West),Dufferin Grove/Little Portugal,Apt & Other,321.0,1308.0,738.0,103.0,2470.0,2018
Ont.,Toronto,Toronto (West),Roncesvalles,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (West),Roncesvalles,Apt & Other,300.0,854.0,327.0,41.0,1522.0,2018
Ont.,Toronto,Toronto (West),High Park-Swansea,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Toronto (West),High Park-Swansea,Apt & Other,197.0,1048.0,525.0,46.0,1816.0,2018
Ont.,Toronto,Toronto (West),High Park North/Junction,Row,0.0,0.0,15.0,20.0,35.0,2018
Ont.,Toronto,Toronto (West),High Park North/Junction,Apt & Other,0.0,3263.0,1377.0,238.0,5877.0,2018
Ont.,Toronto,Toronto (West),Dovercourt/Davenport/Junction,Row,0.0,6.0,0.0,22.0,28.0,2018
Ont.,Toronto,Toronto (West),Dovercourt/Davenport/Junction,Apt & Other,137.0,648.0,617.0,48.0,1450.0,2018
Ont.,Toronto,Toronto (West),Wychwood,Row,0.0,0.0,0.0,54.0,54.0,2018
Ont.,Toronto,Toronto (West),Wychwood,Apt & Other,143.0,473.0,231.0,10.0,857.0,2018
Ont.,Toronto,Etobicoke (South),Mimico,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (South),Mimico,Apt & Other,485.0,1589.0,1291.0,82.0,3447.0,2018
Ont.,Toronto,Etobicoke (South),New Toronto,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (South),New Toronto,Apt & Other,92.0,642.0,493.0,29.0,1256.0,2018
Ont.,Toronto,Etobicoke (South),Long Branch,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (South),Long Branch,Apt & Other,126.0,778.0,666.0,50.0,1620.0,2018
Ont.,Toronto,Etobicoke (South),Alderwood,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (South),Alderwood,Apt & Other,20.0,85.0,286.0,21.0,412.0,2018
Ont.,Toronto,Etobicoke (South),Islington/City Centre South,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (South),Islington/City Centre South,Apt & Other,53.0,138.0,321.0,109.0,621.0,2018
Ont.,Toronto,Etobicoke (South),Stonegate-Queensway,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (South),Stonegate-Queensway,Apt & Other,104.0,1308.0,1466.0,88.0,2966.0,2018
Ont.,Toronto,Etobicoke (Central),Kingsway South,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (Central),Kingsway South,Apt & Other,11.0,109.0,238.0,8.0,366.0,2018
Ont.,Toronto,Etobicoke (Central),Islington/City Centre North,Row,0.0,0.0,0.0,34.0,34.0,2018
Ont.,Toronto,Etobicoke (Central),Islington/City Centre North,Apt & Other,197.0,1654.0,1733.0,490.0,4074.0,2018
Ont.,Toronto,Etobicoke (Central),Etobicoke West Mall,Row,0.0,0.0,2.0,8.0,10.0,2018
Ont.,Toronto,Etobicoke (Central),Etobicoke West Mall,Apt & Other,17.0,513.0,1008.0,438.0,1976.0,2018
Ont.,Toronto,Etobicoke (Central),Eringate-Centennial-West Deane,Row,0.0,0.0,16.0,66.0,82.0,2018
Ont.,Toronto,Etobicoke (Central),Eringate-Centennial-West Deane,Apt & Other,10.0,148.0,299.0,80.0,537.0,2018
Ont.,Toronto,Etobicoke (Central),Princess-Rosethorn,Row,0.0,0.0,28.0,12.0,40.0,2018
Ont.,Toronto,Etobicoke (Central),Princess-Rosethorn,Apt & Other,1.0,119.0,244.0,103.0,467.0,2018
Ont.,Toronto,Etobicoke (Central),Edenbridge-Humber Valley,Row,0.0,0.0,24.0,99.0,123.0,2018
Ont.,Toronto,Etobicoke (Central),Edenbridge-Humber Valley,Apt & Other,52.0,847.0,1226.0,188.0,2313.0,2018
Ont.,Toronto,Etobicoke (Central),Humber Heights-Westmount,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (Central),Humber Heights-Westmount,Apt & Other,2.0,250.0,607.0,125.0,984.0,2018
Ont.,Toronto,Etobicoke (Central),Willowridge-Martingrove-Richview,Row,0.0,0.0,57.0,134.0,191.0,2018
Ont.,Toronto,Etobicoke (Central),Willowridge-Martingrove-Richview,Apt & Other,4.0,621.0,1487.0,652.0,2764.0,2018
Ont.,Toronto,Etobicoke (Central),Kingsview Village-The Westway,Row,0.0,0.0,26.0,41.0,67.0,2018
Ont.,Toronto,Etobicoke (Central),Kingsview Village-The Westway,Apt & Other,17.0,711.0,1373.0,397.0,2498.0,2018
Ont.,Toronto,Etobicoke (North),Elms-Old Rexdale,Row,0.0,0.0,45.0,74.0,119.0,2018
Ont.,Toronto,Etobicoke (North),Elms-Old Rexdale,Apt & Other,1.0,99.0,301.0,130.0,531.0,2018
Ont.,Toronto,Etobicoke (North),Rexdale-Kipling,Row,0.0,0.0,110.0,179.0,289.0,2018
Ont.,Toronto,Etobicoke (North),Rexdale-Kipling,Apt & Other,21.0,312.0,401.0,186.0,920.0,2018
Ont.,Toronto,Etobicoke (North),West Humber-Clairville,Row,0.0,0.0,77.0,163.0,240.0,2018
Ont.,Toronto,Etobicoke (North),West Humber-Clairville,Apt & Other,6.0,150.0,216.0,0.0,372.0,2018
Ont.,Toronto,Etobicoke (North),Mt Olive-Jamestown etc.,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Etobicoke (North),Mt Olive-Jamestown etc.,Apt & Other,3.0,345.0,2024.0,1055.0,3427.0,2018
Ont.,Toronto,York,Humewood-Cedarvale,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Humewood-Cedarvale,Apt & Other,514.0,2739.0,1393.0,165.0,4811.0,2018
Ont.,Toronto,York,Oakwood-Vaughan,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Oakwood-Vaughan,Apt & Other,298.0,854.0,513.0,47.0,1712.0,2018
Ont.,Toronto,York,Caledonia-Fairbank,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Caledonia-Fairbank,Apt & Other,35.0,277.0,280.0,8.0,600.0,2018
Ont.,Toronto,York,Keelesdale-Eglinton West,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Keelesdale-Eglinton West,Apt & Other,41.0,182.0,164.0,16.0,403.0,2018
Ont.,Toronto,York,Lambton Baby Point,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Lambton Baby Point,Apt & Other,27.0,323.0,154.0,30.0,534.0,2018
Ont.,Toronto,York,Rockcliffe-Smythe,Row,0.0,0.0,40.0,64.0,104.0,2018
Ont.,Toronto,York,Rockcliffe-Smythe,Apt & Other,61.0,691.0,809.0,77.0,1638.0,2018
Ont.,Toronto,York,Mount Dennis,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Mount Dennis,Apt & Other,59.0,454.0,535.0,77.0,1125.0,2018
Ont.,Toronto,York,Weston,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Weston,Apt & Other,208.0,1796.0,1251.0,199.0,3454.0,2018
Ont.,Toronto,York,Beechborough-Greenbrook,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Beechborough-Greenbrook,Apt & Other,93.0,621.0,607.0,41.0,1362.0,2018
Ont.,Toronto,York,Briar Hill-Belgravia,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,York,Briar Hill-Belgravia,Apt & Other,93.0,704.0,799.0,189.0,1785.0,2018
Ont.,Toronto,East York,Broadview North,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,East York,Broadview North,Apt & Other,221.0,2190.0,877.0,16.0,3304.0,2018
Ont.,Toronto,East York,Danforth Village-East York,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,East York,Danforth Village-East York,Apt & Other,75.0,497.0,247.0,1.0,820.0,2018
Ont.,Toronto,East York,Woodbine-Lumsden,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,East York,Woodbine-Lumsden,Apt & Other,36.0,254.0,225.0,11.0,526.0,2018
Ont.,Toronto,East York,Crescent Town,Row,0.0,0.0,0.0,103.0,103.0,2018
Ont.,Toronto,East York,Crescent Town,Apt & Other,229.0,2121.0,810.0,219.0,3379.0,2018
Ont.,Toronto,East York,O'Connor-Parkview,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,East York,O'Connor-Parkview,Apt & Other,116.0,1338.0,1164.0,257.0,2875.0,2018
Ont.,Toronto,East York,Old East York,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,East York,Old East York,Apt & Other,58.0,468.0,186.0,0.0,712.0,2018
Ont.,Toronto,East York,Thorncliffe Park,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,East York,Thorncliffe Park,Apt & Other,58.0,2425.0,2626.0,515.0,5624.0,2018
Ont.,Toronto,East York,Leaside-Bennington,Row,2.0,1.0,3.0,1.0,7.0,2018
Ont.,Toronto,East York,Leaside-Bennington,Apt & Other,147.0,722.0,487.0,25.0,1381.0,2018
Ont.,Toronto,Scarborough (Central),Birchcliffe-Cliffside,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (Central),Birchcliffe-Cliffside,Apt & Other,51.0,604.0,560.0,17.0,1232.0,2018
Ont.,Toronto,Scarborough (Central),Cliffcrest,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (Central),Cliffcrest,Apt & Other,6.0,333.0,587.0,56.0,982.0,2018
Ont.,Toronto,Scarborough (Central),Eglinton East,Row,0.0,0.0,0.0,5.0,5.0,2018
Ont.,Toronto,Scarborough (Central),Eglinton East,Apt & Other,61.0,707.0,1657.0,544.0,2969.0,2018
Ont.,Toronto,Scarborough (Central),Kennedy Park,Row,0.0,0.0,0.0,7.0,7.0,2018
Ont.,Toronto,Scarborough (Central),Kennedy Park,Apt & Other,15.0,373.0,417.0,60.0,865.0,2018
Ont.,Toronto,Scarborough (Central),Oakridge,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (Central),Oakridge,Apt & Other,97.0,1073.0,588.0,78.0,1836.0,2018
Ont.,Toronto,Scarborough (Central),Clairlea-Birchmount,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (Central),Clairlea-Birchmount,Apt & Other,123.0,867.0,733.0,72.0,1795.0,2018
Ont.,Toronto,Scarborough (Central),Wexford-Maryvale,Row,0.0,0.0,13.0,8.0,21.0,2018
Ont.,Toronto,Scarborough (Central),Wexford-Maryvale,Apt & Other,74.0,1019.0,1047.0,180.0,2320.0,2018
Ont.,Toronto,Scarborough (Central),Ionview,Row,0.0,0.0,0.0,8.0,8.0,2018
Ont.,Toronto,Scarborough (Central),Ionview,Apt & Other,79.0,1113.0,1143.0,134.0,2469.0,2018
Ont.,Toronto,Scarborough (Central),Dorset Park,Row,0.0,0.0,24.0,33.0,57.0,2018
Ont.,Toronto,Scarborough (Central),Dorset Park,Apt & Other,27.0,773.0,904.0,147.0,1851.0,2018
Ont.,Toronto,Scarborough (Central),Bendale,Row,0.0,0.0,30.0,12.0,42.0,2018
Ont.,Toronto,Scarborough (Central),Bendale,Apt & Other,21.0,193.0,683.0,320.0,1217.0,2018
Ont.,Toronto,Scarborough (North),Tam O'Shanter-Sullivan,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (North),Tam O'Shanter-Sullivan,Apt & Other,20.0,792.0,1599.0,209.0,2620.0,2018
Ont.,Toronto,Scarborough (North),L'Amoreaux/Steeles/Milliken,Row,0.0,0.0,22.0,80.0,102.0,2018
Ont.,Toronto,Scarborough (North),L'Amoreaux/Steeles/Milliken,Apt & Other,114.0,908.0,1552.0,247.0,2821.0,2018
Ont.,Toronto,Scarborough (North),Agincourt/Malvern,Row,0.0,0.0,18.0,195.0,213.0,2018
Ont.,Toronto,Scarborough (North),Agincourt/Malvern,Apt & Other,2.0,490.0,777.0,104.0,1373.0,2018
Ont.,Toronto,Scarborough (East),Scarborough Village,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (East),Scarborough Village,Apt & Other,33.0,590.0,1250.0,376.0,2249.0,2018
Ont.,Toronto,Scarborough (East),Guildwood,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (East),Guildwood,Apt & Other,4.0,234.0,290.0,98.0,626.0,2018
Ont.,Toronto,Scarborough (East),West Hill,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (East),West Hill,Apt & Other,15.0,248.0,513.0,214.0,990.0,2018
Ont.,Toronto,Scarborough (East),Woburn,Row,0.0,0.0,0.0,17.0,17.0,2018
Ont.,Toronto,Scarborough (East),Woburn,Apt & Other,41.0,1125.0,2080.0,525.0,3771.0,2018
Ont.,Toronto,Scarborough (East),Morningside,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (East),Morningside,Apt & Other,2.0,496.0,784.0,121.0,1403.0,2018
Ont.,Toronto,Scarborough (East),Rouge,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,Scarborough (East),Rouge,Apt & Other,0.0,155.0,430.0,85.0,670.0,2018
Ont.,Toronto,North York (Southeast),Flemingdon Park,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,North York (Southeast),Flemingdon Park,Apt & Other,53.0,1074.0,1415.0,245.0,2787.0,2018
Ont.,Toronto,North York (Southeast),Victoria Village,Row,0.0,0.0,0.0,0.0,0.0,2018
Ont.,Toronto,North York (Southeast),Victoria Village,Apt & Other,52.0,1543.0,1238.0,105.0,2938.0,2018
Ont.,Toronto,North York (Southeast),Banbury-Don Mills/York Mills,Row,0.0,0.0,0.0,6.0,6.0,2018
Ont.,Toronto,North York (Southeast),Banbury-Don Mills/York Mills,Apt & Other,97.0,1260.0,1529.0,289.0,3175.0,2018
Ont.,Toronto,North York (Southeast),Parkwoods-Donalda,Row,0.0,0.0,143.0,824.0,967.0,2018
Ont.,Toronto,North York (Southeast),Parkwoods-Donalda,Apt & Other,31.0,1700.0,3663.0,949.0,6343.0,2018
Ont.,Toronto,North York (Southeast),St. Andrew-Windfields,Row,0.0,0.0,8.0,71.0,79.0,2018
Ont.,Toronto,North York (Southeast),St. Andrew-Windfields,Apt & Other,34.0,565.0,818.0,383.0,1800.0,2018
Ont.,Toronto,North York (Northeast),Henry Farm,Row,0.0,17.0,163.0,93.0,273.0,2018
Ont.,Toronto,North York (Northeast),Henry Farm,Apt & Other,4.0,876.0,1153.0,547.0,2580.0,2018
Ont.,Toronto,North York (Northeast),Don Valley Village/Pleasant View,Row,0.0,0.0,103.0,297.0,400.0,2018
Ont.,Toronto,North York (Northeast),Don Valley Village/Pleasant View,Apt & Other,18.0,1220.0,2264.0,829.0,4331.0,2018
Ont.,Toronto,North York (Northeast),Bayview Village,Row,0.0,0.0,0.0,22.0,22.0,2018
